Þjóðerni,Ár,Landsvæði,Mánuður,Value0
Frakkland,2015,Norðurland,Nóvember,..
Frakkland,2015,Norðurland,Desember,..
Frakkland,2015,Austurland,Allir,5378
Frakkland,2015,Austurland,Janúar,35
Frakkland,2015,Austurland,Febrúar,173
Frakkland,2015,Austurland,Mars,221
Frakkland,2015,Austurland,Apríl,227
Frakkland,2015,Austurland,Maí,543
Frakkland,2015,Austurland,Júní,2011
Frakkland,2015,Austurland,Júlí,2168
Frakkland,2015,Austurland,Ágúst,..
Frakkland,2015,Austurland,September,..
Frakkland,2015,Austurland,Október,..
Frakkland,2015,Austurland,Nóvember,..
Frakkland,2015,Austurland,Desember,..
Frakkland,2015,Suðurland,Allir,12973
Frakkland,2015,Suðurland,Janúar,517
Frakkland,2015,Suðurland,Febrúar,1098
Frakkland,2015,Suðurland,Mars,1162
Frakkland,2015,Suðurland,Apríl,1080
Frakkland,2015,Suðurland,Maí,1802
Frakkland,2015,Suðurland,Júní,3570
Frakkland,2015,Suðurland,Júlí,3744
Frakkland,2015,Suðurland,Ágúst,..
Frakkland,2015,Suðurland,September,..
Frakkland,2015,Suðurland,Október,..
Frakkland,2015,Suðurland,Nóvember,..
Frakkland,2015,Suðurland,Desember,..
Frakkland,2014,Allt landið,Allir,91042
Frakkland,2014,Allt landið,Janúar,3787
Frakkland,2014,Allt landið,Febrúar,6677
Frakkland,2014,Allt landið,Mars,6091
Frakkland,2014,Allt landið,Apríl,4302
Frakkland,2014,Allt landið,Maí,7302
Frakkland,2014,Allt landið,Júní,13428
Frakkland,2014,Allt landið,Júlí,14531
Frakkland,2014,Allt landið,Ágúst,14635
Frakkland,2014,Allt landið,September,5548
Frakkland,2014,Allt landið,Október,5737
Frakkland,2014,Allt landið,Nóvember,4696
Frakkland,2014,Allt landið,Desember,4308
Frakkland,2014,Höfuðborgarsvæði,Allir,51975
Frakkland,2014,Höfuðborgarsvæði,Janúar,3302
Frakkland,2014,Höfuðborgarsvæði,Febrúar,5503
Frakkland,2014,Höfuðborgarsvæði,Mars,4637
Frakkland,2014,Höfuðborgarsvæði,Apríl,3016
Frakkland,2014,Höfuðborgarsvæði,Maí,4183
Frakkland,2014,Höfuðborgarsvæði,Júní,5536
Frakkland,2014,Höfuðborgarsvæði,Júlí,5594
Frakkland,2014,Höfuðborgarsvæði,Ágúst,5493
Frakkland,2014,Höfuðborgarsvæði,September,3149
Frakkland,2014,Höfuðborgarsvæði,Október,4312
Frakkland,2014,Höfuðborgarsvæði,Nóvember,3769
Frakkland,2014,Höfuðborgarsvæði,Desember,3481
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Allir,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Janúar,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Febrúar,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Mars,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Apríl,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Maí,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júní,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júlí,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Ágúst,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",September,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Október,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Nóvember,..
Frakkland,2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Desember,..
Frakkland,2014,Suðurnes,Allir,4205
Frakkland,2014,Suðurnes,Janúar,113
Frakkland,2014,Suðurnes,Febrúar,156
Frakkland,2014,Suðurnes,Mars,292
Frakkland,2014,Suðurnes,Apríl,199
Frakkland,2014,Suðurnes,Maí,290
Frakkland,2014,Suðurnes,Júní,444
Frakkland,2014,Suðurnes,Júlí,787
Frakkland,2014,Suðurnes,Ágúst,964
Frakkland,2014,Suðurnes,September,320
Frakkland,2014,Suðurnes,Október,220
Frakkland,2014,Suðurnes,Nóvember,187
Frakkland,2014,Suðurnes,Desember,233
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Allir,4760
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Janúar,53
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Febrúar,106
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Mars,125
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Apríl,126
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Maí,242
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Júní,1133
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Júlí,1154
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Ágúst,1203
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",September,329
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Október,128
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Nóvember,103
Frakkland,2014,"Vesturland, Vestfirðir frá og með 2007",Desember,58
Frakkland,2014,Norðurland,Allir,7452
Frakkland,2014,Norðurland,Janúar,38
Frakkland,2014,Norðurland,Febrúar,92
Frakkland,2014,Norðurland,Mars,193
Frakkland,2014,Norðurland,Apríl,154
Frakkland,2014,Norðurland,Maí,521
Frakkland,2014,Norðurland,Júní,1861
Frakkland,2014,Norðurland,Júlí,2095
Frakkland,2014,Norðurland,Ágúst,1751
Frakkland,2014,Norðurland,September,392
Frakkland,2014,Norðurland,Október,182
Frakkland,2014,Norðurland,Nóvember,61
Frakkland,2014,Norðurland,Desember,112
Frakkland,2014,Austurland,Allir,6025
Frakkland,2014,Austurland,Janúar,34
Frakkland,2014,Austurland,Febrúar,106
Frakkland,2014,Austurland,Mars,88
Frakkland,2014,Austurland,Apríl,138
Frakkland,2014,Austurland,Maí,254
Frakkland,2014,Austurland,Júní,1685
Frakkland,2014,Austurland,Júlí,1660
Frakkland,2014,Austurland,Ágúst,1587
Frakkland,2014,Austurland,September,254
Frakkland,2014,Austurland,Október,151
Frakkland,2014,Austurland,Nóvember,57
Frakkland,2014,Austurland,Desember,11
Frakkland,2014,Suðurland,Allir,16625
Frakkland,2014,Suðurland,Janúar,247
Frakkland,2014,Suðurland,Febrúar,714
Frakkland,2014,Suðurland,Mars,756
Frakkland,2014,Suðurland,Apríl,669
Frakkland,2014,Suðurland,Maí,1812
Frakkland,2014,Suðurland,Júní,2769
Frakkland,2014,Suðurland,Júlí,3241
Frakkland,2014,Suðurland,Ágúst,3637
Frakkland,2014,Suðurland,September,1104
Frakkland,2014,Suðurland,Október,744
Frakkland,2014,Suðurland,Nóvember,519
Frakkland,2014,Suðurland,Desember,413
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Allir,32993
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Janúar,1605
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Febrúar,2004
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Mars,2086
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Apríl,2438
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Maí,3273
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Júní,8997
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Júlí,12590
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,September,..
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Október,..
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,Allt landið,Desember,..
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Allir,15081
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Janúar,1062
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Febrúar,962
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Mars,1244
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Apríl,1302
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Maí,1625
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Júní,3981
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Júlí,4905
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,September,..
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Október,..
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,Höfuðborgarsvæði,Desember,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Allir,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Janúar,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Febrúar,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Mars,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Apríl,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Maí,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júní,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júlí,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",September,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Október,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Desember,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Allir,3071
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Janúar,120
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Febrúar,146
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Mars,148
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Apríl,177
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Maí,217
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Júní,836
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Júlí,1427
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,September,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Október,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurnes,Desember,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Allir,2992
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Janúar,113
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Febrúar,138
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Mars,145
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Apríl,148
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Maí,312
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Júní,804
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Júlí,1332
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",September,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Október,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,"Vesturland, Vestfirðir frá og með 2007",Desember,..
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Allir,2724
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Janúar,34
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Febrúar,115
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Mars,124
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Apríl,160
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Maí,312
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Júní,829
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Júlí,1150
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,September,..
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Október,..
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,Norðurland,Desember,..
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Allir,2926
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Janúar,23
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Febrúar,100
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Mars,72
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Apríl,81
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Maí,253
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Júní,955
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Júlí,1442
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,Austurland,September,..
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Október,..
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,Austurland,Desember,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Allir,6199
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Janúar,253
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Febrúar,543
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Mars,353
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Apríl,570
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Maí,554
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Júní,1592
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Júlí,2334
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Ágúst,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,September,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Október,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Nóvember,..
Sviss (þ.m.t. Lichtenstein),2015,Suðurland,Desember,..
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Allir,39065
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Janúar,631
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Febrúar,908
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Mars,775
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Apríl,1406
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Maí,2216
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Júní,5953
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Júlí,10576
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Ágúst,7924
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,September,3628
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Október,2064
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Nóvember,1223
Sviss (þ.m.t. Lichtenstein),2014,Allt landið,Desember,1761
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Allir,18484
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Janúar,268
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Febrúar,433
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Mars,519
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Apríl,843
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Maí,1215
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Júní,2542
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Júlí,4222
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Ágúst,3589
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,September,1720
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Október,1021
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Nóvember,764
Sviss (þ.m.t. Lichtenstein),2014,Höfuðborgarsvæði,Desember,1348
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Allir,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Janúar,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Febrúar,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Mars,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Apríl,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Maí,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júní,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júlí,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Ágúst,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",September,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Október,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Nóvember,..
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Desember,..
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Allir,3538
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Janúar,77
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Febrúar,68
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Mars,41
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Apríl,60
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Maí,136
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Júní,516
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Júlí,1071
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Ágúst,856
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,September,356
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Október,191
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Nóvember,82
Sviss (þ.m.t. Lichtenstein),2014,Suðurnes,Desember,84
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Allir,3824
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Janúar,63
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Febrúar,78
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Mars,35
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Apríl,64
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Maí,155
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Júní,783
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Júlí,1281
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Ágúst,780
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",September,286
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Október,158
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Nóvember,73
Sviss (þ.m.t. Lichtenstein),2014,"Vesturland, Vestfirðir frá og með 2007",Desember,68
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Allir,3727
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Janúar,39
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Febrúar,68
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Mars,56
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Apríl,140
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Maí,239
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Júní,552
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Júlí,1148
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Ágúst,883
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,September,330
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Október,178
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Nóvember,53
Sviss (þ.m.t. Lichtenstein),2014,Norðurland,Desember,41
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Allir,3031
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Janúar,16
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Febrúar,35
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Mars,19
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Apríl,48
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Maí,98
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Júní,574
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Júlí,1106
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Ágúst,723
Sviss (þ.m.t. Lichtenstein),2014,Austurland,September,234
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Október,140
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Nóvember,21
Sviss (þ.m.t. Lichtenstein),2014,Austurland,Desember,17
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Allir,6461
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Janúar,168
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Febrúar,226
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Mars,105
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Apríl,251
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Maí,373
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Júní,986
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Júlí,1748
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Ágúst,1093
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,September,702
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Október,376
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Nóvember,230
Sviss (þ.m.t. Lichtenstein),2014,Suðurland,Desember,203
Austurríki,2015,Allt landið,Allir,9239
Austurríki,2015,Allt landið,Janúar,229
Austurríki,2015,Allt landið,Febrúar,673
Austurríki,2015,Allt landið,Mars,505
Austurríki,2015,Allt landið,Apríl,620
Austurríki,2015,Allt landið,Maí,668
Austurríki,2015,Allt landið,Júní,2183
Austurríki,2015,Allt landið,Júlí,4361
Austurríki,2015,Allt landið,Ágúst,..
Austurríki,2015,Allt landið,September,..
Austurríki,2015,Allt landið,Október,..
Austurríki,2015,Allt landið,Nóvember,..
Austurríki,2015,Allt landið,Desember,..
Austurríki,2015,Höfuðborgarsvæði,Allir,4647
Austurríki,2015,Höfuðborgarsvæði,Janúar,180
Austurríki,2015,Höfuðborgarsvæði,Febrúar,310
Austurríki,2015,Höfuðborgarsvæði,Mars,294
Austurríki,2015,Höfuðborgarsvæði,Apríl,325
Austurríki,2015,Höfuðborgarsvæði,Maí,314
Austurríki,2015,Höfuðborgarsvæði,Júní,999
Austurríki,2015,Höfuðborgarsvæði,Júlí,2225
Austurríki,2015,Höfuðborgarsvæði,Ágúst,..
Austurríki,2015,Höfuðborgarsvæði,September,..
Austurríki,2015,Höfuðborgarsvæði,Október,..
Austurríki,2015,Höfuðborgarsvæði,Nóvember,..
Austurríki,2015,Höfuðborgarsvæði,Desember,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Allir,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Janúar,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Febrúar,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Mars,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Apríl,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Maí,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júní,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Júlí,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Ágúst,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",September,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Október,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Nóvember,..
Austurríki,2015,"Vesturland, Vestfirðir og Suðurnes fram til 2007",Desember,..
Austurríki,2015,Suðurnes,Allir,218
Austurríki,2015,Suðurnes,Janúar,11
Austurríki,2015,Suðurnes,Febrúar,14
Austurríki,2015,Suðurnes,Mars,31
Austurríki,2015,Suðurnes,Apríl,9
Austurríki,2015,Suðurnes,Maí,15
Austurríki,2015,Suðurnes,Júní,37
Austurríki,2015,Suðurnes,Júlí,101
Austurríki,2015,Suðurnes,Ágúst,..
Austurríki,2015,Suðurnes,September,..
Austurríki,2015,Suðurnes,Október,..
Austurríki,2015,Suðurnes,Nóvember,..
Austurríki,2015,Suðurnes,Desember,..
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Allir,510
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Janúar,16
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Febrúar,49
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Mars,17
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Apríl,16
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Maí,64
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Júní,108
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Júlí,240
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",Ágúst,..
Austurríki,2015,"Vesturland, Vestfirðir frá og með 2007",September,..
