Ríkisfang,Ár,Landsvæði,Mánuður,Value0
Alls,2014,Allt landið,Allir,3287161
Alls,2014,Allt landið,Janúar,132344
Alls,2014,Allt landið,Febrúar,181725
Alls,2014,Allt landið,Mars,217946
Alls,2014,Allt landið,Apríl,185362
Alls,2014,Allt landið,Maí,241096
Alls,2014,Allt landið,Júní,403081
Alls,2014,Allt landið,Júlí,564048
Alls,2014,Allt landið,Ágúst,530911
Alls,2014,Allt landið,September,277294
Alls,2014,Allt landið,Október,218749
Alls,2014,Allt landið,Nóvember,181601
Alls,2014,Allt landið,Desember,153004
Alls,2014,Höfuðborgarsvæði,Allir,1695312
Alls,2014,Höfuðborgarsvæði,Janúar,102269
Alls,2014,Höfuðborgarsvæði,Febrúar,129179
Alls,2014,Höfuðborgarsvæði,Mars,153718
Alls,2014,Höfuðborgarsvæði,Apríl,123513
Alls,2014,Höfuðborgarsvæði,Maí,130794
Alls,2014,Höfuðborgarsvæði,Júní,158903
Alls,2014,Höfuðborgarsvæði,Júlí,190983
Alls,2014,Höfuðborgarsvæði,Ágúst,183605
Alls,2014,Höfuðborgarsvæði,September,137119
Alls,2014,Höfuðborgarsvæði,Október,136746
Alls,2014,Höfuðborgarsvæði,Nóvember,133474
Alls,2014,Höfuðborgarsvæði,Desember,115009
Alls,2014,"Vesturland, Vestfirðir",Allir,..
Alls,2014,"Vesturland, Vestfirðir",Janúar,..
Alls,2014,"Vesturland, Vestfirðir",Febrúar,..
Alls,2014,"Vesturland, Vestfirðir",Mars,..
Alls,2014,"Vesturland, Vestfirðir",Apríl,..
Alls,2014,"Vesturland, Vestfirðir",Maí,..
Alls,2014,"Vesturland, Vestfirðir",Júní,..
Alls,2014,"Vesturland, Vestfirðir",Júlí,..
Alls,2014,"Vesturland, Vestfirðir",Ágúst,..
Alls,2014,"Vesturland, Vestfirðir",September,..
Alls,2014,"Vesturland, Vestfirðir",Október,..
Alls,2014,"Vesturland, Vestfirðir",Nóvember,..
Alls,2014,"Vesturland, Vestfirðir",Desember,..
Alls,2014,Suðurnes,Allir,186230
Alls,2014,Suðurnes,Janúar,6372
Alls,2014,Suðurnes,Febrúar,9809
Alls,2014,Suðurnes,Mars,9560
Alls,2014,Suðurnes,Apríl,10034
Alls,2014,Suðurnes,Maí,13828
Alls,2014,Suðurnes,Júní,23588
Alls,2014,Suðurnes,Júlí,30076
Alls,2014,Suðurnes,Ágúst,31441
Alls,2014,Suðurnes,September,17225
Alls,2014,Suðurnes,Október,14397
Alls,2014,Suðurnes,Nóvember,10411
Alls,2014,Suðurnes,Desember,9489
Alls,2014,"Vesturland, Vestfirðir",Allir,257245
Alls,2014,"Vesturland, Vestfirðir",Janúar,3735
Alls,2014,"Vesturland, Vestfirðir",Febrúar,6250
Alls,2014,"Vesturland, Vestfirðir",Mars,8955
Alls,2014,"Vesturland, Vestfirðir",Apríl,6381
Alls,2014,"Vesturland, Vestfirðir",Maí,18976
Alls,2014,"Vesturland, Vestfirðir",Júní,42531
Alls,2014,"Vesturland, Vestfirðir",Júlí,64945
Alls,2014,"Vesturland, Vestfirðir",Ágúst,61205
Alls,2014,"Vesturland, Vestfirðir",September,24337
Alls,2014,"Vesturland, Vestfirðir",Október,10522
Alls,2014,"Vesturland, Vestfirðir",Nóvember,6163
Alls,2014,"Vesturland, Vestfirðir",Desember,3245
Alls,2014,Norðurland,Allir,394842
Alls,2014,Norðurland,Janúar,5926
Alls,2014,Norðurland,Febrúar,11293
Alls,2014,Norðurland,Mars,12707
Alls,2014,Norðurland,Apríl,15901
Alls,2014,Norðurland,Maí,24643
Alls,2014,Norðurland,Júní,62735
Alls,2014,Norðurland,Júlí,99745
Alls,2014,Norðurland,Ágúst,87266
Alls,2014,Norðurland,September,35846
Alls,2014,Norðurland,Október,20074
Alls,2014,Norðurland,Nóvember,9506
Alls,2014,Norðurland,Desember,9200
Alls,2014,Austurland,Allir,268041
Alls,2014,Austurland,Janúar,3694
Alls,2014,Austurland,Febrúar,5007
Alls,2014,Austurland,Mars,7994
Alls,2014,Austurland,Apríl,6689
Alls,2014,Austurland,Maí,20113
Alls,2014,Austurland,Júní,49598
Alls,2014,Austurland,Júlí,74185
Alls,2014,Austurland,Ágúst,69676
Alls,2014,Austurland,September,20481
Alls,2014,Austurland,Október,6318
Alls,2014,Austurland,Nóvember,3128
Alls,2014,Austurland,Desember,1158
Alls,2014,Suðurland,Allir,485491
Alls,2014,Suðurland,Janúar,10348
Alls,2014,Suðurland,Febrúar,20187
Alls,2014,Suðurland,Mars,25012
Alls,2014,Suðurland,Apríl,22844
Alls,2014,Suðurland,Maí,32742
Alls,2014,Suðurland,Júní,65726
Alls,2014,Suðurland,Júlí,104114
Alls,2014,Suðurland,Ágúst,97718
Alls,2014,Suðurland,September,42286
Alls,2014,Suðurland,Október,30692
Alls,2014,Suðurland,Nóvember,18919
Alls,2014,Suðurland,Desember,14903
Alls,2013,Allt landið,Allir,2867438
Alls,2013,Allt landið,Janúar,99826
Alls,2013,Allt landið,Febrúar,158679
Alls,2013,Allt landið,Mars,189176
Alls,2013,Allt landið,Apríl,152495
Alls,2013,Allt landið,Maí,209066
Alls,2013,Allt landið,Júní,372960
Alls,2013,Allt landið,Júlí,527543
Alls,2013,Allt landið,Ágúst,457030
Alls,2013,Allt landið,September,228715
Alls,2013,Allt landið,Október,186878
Alls,2013,Allt landið,Nóvember,152963
Alls,2013,Allt landið,Desember,132107
Alls,2013,Höfuðborgarsvæði,Allir,1502728
Alls,2013,Höfuðborgarsvæði,Janúar,76748
Alls,2013,Höfuðborgarsvæði,Febrúar,111161
Alls,2013,Höfuðborgarsvæði,Mars,126205
Alls,2013,Höfuðborgarsvæði,Apríl,105703
Alls,2013,Höfuðborgarsvæði,Maí,117087
Alls,2013,Höfuðborgarsvæði,Júní,156453
Alls,2013,Höfuðborgarsvæði,Júlí,185809
Alls,2013,Höfuðborgarsvæði,Ágúst,174313
Alls,2013,Höfuðborgarsvæði,September,117676
Alls,2013,Höfuðborgarsvæði,Október,118139
Alls,2013,Höfuðborgarsvæði,Nóvember,114405
Alls,2013,Höfuðborgarsvæði,Desember,99029
Alls,2013,"Vesturland, Vestfirðir",Allir,..
Alls,2013,"Vesturland, Vestfirðir",Janúar,..
Alls,2013,"Vesturland, Vestfirðir",Febrúar,..
Alls,2013,"Vesturland, Vestfirðir",Mars,..
Alls,2013,"Vesturland, Vestfirðir",Apríl,..
Alls,2013,"Vesturland, Vestfirðir",Maí,..
Alls,2013,"Vesturland, Vestfirðir",Júní,..
Alls,2013,"Vesturland, Vestfirðir",Júlí,..
Alls,2013,"Vesturland, Vestfirðir",Ágúst,..
Alls,2013,"Vesturland, Vestfirðir",September,..
Alls,2013,"Vesturland, Vestfirðir",Október,..
Alls,2013,"Vesturland, Vestfirðir",Nóvember,..
Alls,2013,"Vesturland, Vestfirðir",Desember,..
Alls,2013,Suðurnes,Allir,144509
Alls,2013,Suðurnes,Janúar,5229
Alls,2013,Suðurnes,Febrúar,7004
Alls,2013,Suðurnes,Mars,9647
Alls,2013,Suðurnes,Apríl,6272
Alls,2013,Suðurnes,Maí,9821
Alls,2013,Suðurnes,Júní,16472
Alls,2013,Suðurnes,Júlí,26730
Alls,2013,Suðurnes,Ágúst,23384
Alls,2013,Suðurnes,September,13443
Alls,2013,Suðurnes,Október,11715
Alls,2013,Suðurnes,Nóvember,6676
Alls,2013,Suðurnes,Desember,8116
Alls,2013,"Vesturland, Vestfirðir",Allir,213369
Alls,2013,"Vesturland, Vestfirðir",Janúar,2935
Alls,2013,"Vesturland, Vestfirðir",Febrúar,6726
Alls,2013,"Vesturland, Vestfirðir",Mars,8497
Alls,2013,"Vesturland, Vestfirðir",Apríl,5535
Alls,2013,"Vesturland, Vestfirðir",Maí,14141
Alls,2013,"Vesturland, Vestfirðir",Júní,36628
Alls,2013,"Vesturland, Vestfirðir",Júlí,57595
Alls,2013,"Vesturland, Vestfirðir",Ágúst,47510
Alls,2013,"Vesturland, Vestfirðir",September,17153
Alls,2013,"Vesturland, Vestfirðir",Október,7795
Alls,2013,"Vesturland, Vestfirðir",Nóvember,5465
Alls,2013,"Vesturland, Vestfirðir",Desember,3389
Alls,2013,Norðurland,Allir,359027
Alls,2013,Norðurland,Janúar,5924
Alls,2013,Norðurland,Febrúar,9964
Alls,2013,Norðurland,Mars,15108
Alls,2013,Norðurland,Apríl,11087
Alls,2013,Norðurland,Maí,25249
Alls,2013,Norðurland,Júní,58928
Alls,2013,Norðurland,Júlí,95080
Alls,2013,Norðurland,Ágúst,76537
Alls,2013,Norðurland,September,27965
Alls,2013,Norðurland,Október,18548
Alls,2013,Norðurland,Nóvember,8205
Alls,2013,Norðurland,Desember,6432
Alls,2013,Austurland,Allir,245486
Alls,2013,Austurland,Janúar,2547
Alls,2013,Austurland,Febrúar,5414
Alls,2013,Austurland,Mars,8167
Alls,2013,Austurland,Apríl,6367
Alls,2013,Austurland,Maí,17201
Alls,2013,Austurland,Júní,46817
Alls,2013,Austurland,Júlí,67751
Alls,2013,Austurland,Ágúst,58519
Alls,2013,Austurland,September,18140
Alls,2013,Austurland,Október,7272
Alls,2013,Austurland,Nóvember,4161
Alls,2013,Austurland,Desember,3130
Alls,2013,Suðurland,Allir,402319
Alls,2013,Suðurland,Janúar,6443
Alls,2013,Suðurland,Febrúar,18410
Alls,2013,Suðurland,Mars,21552
Alls,2013,Suðurland,Apríl,17531
Alls,2013,Suðurland,Maí,25567
Alls,2013,Suðurland,Júní,57662
Alls,2013,Suðurland,Júlí,94578
Alls,2013,Suðurland,Ágúst,76767
Alls,2013,Suðurland,September,34338
Alls,2013,Suðurland,Október,23409
Alls,2013,Suðurland,Nóvember,14051
Alls,2013,Suðurland,Desember,12011
Útlendingar,2014,Allt landið,Allir,2787254
Útlendingar,2014,Allt landið,Janúar,109222
Útlendingar,2014,Allt landið,Febrúar,151453
Útlendingar,2014,Allt landið,Mars,178085
Útlendingar,2014,Allt landið,Apríl,146176
Útlendingar,2014,Allt landið,Maí,193109
Útlendingar,2014,Allt landið,Júní,352554
Útlendingar,2014,Allt landið,Júlí,501792
Útlendingar,2014,Allt landið,Ágúst,469905
Útlendingar,2014,Allt landið,September,231510
Útlendingar,2014,Allt landið,Október,177255
Útlendingar,2014,Allt landið,Nóvember,148883
Útlendingar,2014,Allt landið,Desember,127310
Útlendingar,2014,Höfuðborgarsvæði,Allir,1495103
Útlendingar,2014,Höfuðborgarsvæði,Janúar,87719
Útlendingar,2014,Höfuðborgarsvæði,Febrúar,113052
Útlendingar,2014,Höfuðborgarsvæði,Mars,132749
Útlendingar,2014,Höfuðborgarsvæði,Apríl,104662
Útlendingar,2014,Höfuðborgarsvæði,Maí,109495
Útlendingar,2014,Höfuðborgarsvæði,Júní,144776
Útlendingar,2014,Höfuðborgarsvæði,Júlí,175491
Útlendingar,2014,Höfuðborgarsvæði,Ágúst,168360
Útlendingar,2014,Höfuðborgarsvæði,September,119950
Útlendingar,2014,Höfuðborgarsvæði,Október,119952
Útlendingar,2014,Höfuðborgarsvæði,Nóvember,118425
Útlendingar,2014,Höfuðborgarsvæði,Desember,100472
Útlendingar,2014,"Vesturland, Vestfirðir",Allir,..
Útlendingar,2014,"Vesturland, Vestfirðir",Janúar,..
Útlendingar,2014,"Vesturland, Vestfirðir",Febrúar,..
Útlendingar,2014,"Vesturland, Vestfirðir",Mars,..
Útlendingar,2014,"Vesturland, Vestfirðir",Apríl,..
Útlendingar,2014,"Vesturland, Vestfirðir",Maí,..
Útlendingar,2014,"Vesturland, Vestfirðir",Júní,..
Útlendingar,2014,"Vesturland, Vestfirðir",Júlí,..
Útlendingar,2014,"Vesturland, Vestfirðir",Ágúst,..
Útlendingar,2014,"Vesturland, Vestfirðir",September,..
Útlendingar,2014,"Vesturland, Vestfirðir",Október,..
Útlendingar,2014,"Vesturland, Vestfirðir",Nóvember,..
Útlendingar,2014,"Vesturland, Vestfirðir",Desember,..
Útlendingar,2014,Suðurnes,Allir,152818
Útlendingar,2014,Suðurnes,Janúar,4901
Útlendingar,2014,Suðurnes,Febrúar,7720
Útlendingar,2014,Suðurnes,Mars,6803
Útlendingar,2014,Suðurnes,Apríl,7045
Útlendingar,2014,Suðurnes,Maí,10629
Útlendingar,2014,Suðurnes,Júní,20614
Útlendingar,2014,Suðurnes,Júlí,27140
Útlendingar,2014,Suðurnes,Ágúst,27881
Útlendingar,2014,Suðurnes,September,14073
Útlendingar,2014,Suðurnes,Október,10789
Útlendingar,2014,Suðurnes,Nóvember,8486
Útlendingar,2014,Suðurnes,Desember,6737
Útlendingar,2014,"Vesturland, Vestfirðir",Allir,198457
Útlendingar,2014,"Vesturland, Vestfirðir",Janúar,2600
Útlendingar,2014,"Vesturland, Vestfirðir",Febrúar,4584
Útlendingar,2014,"Vesturland, Vestfirðir",Mars,6576
Útlendingar,2014,"Vesturland, Vestfirðir",Apríl,3574
Útlendingar,2014,"Vesturland, Vestfirðir",Maí,13611
Útlendingar,2014,"Vesturland, Vestfirðir",Júní,34238
Útlendingar,2014,"Vesturland, Vestfirðir",Júlí,53383
Útlendingar,2014,"Vesturland, Vestfirðir",Ágúst,49276
Útlendingar,2014,"Vesturland, Vestfirðir",September,18296
Útlendingar,2014,"Vesturland, Vestfirðir",Október,6603
Útlendingar,2014,"Vesturland, Vestfirðir",Nóvember,3391
Útlendingar,2014,"Vesturland, Vestfirðir",Desember,2325
Útlendingar,2014,Norðurland,Allir,310855
Útlendingar,2014,Norðurland,Janúar,3262
Útlendingar,2014,Norðurland,Febrúar,5768
Útlendingar,2014,Norðurland,Mars,6905
Útlendingar,2014,Norðurland,Apríl,8765
Útlendingar,2014,Norðurland,Maí,18366
Útlendingar,2014,Norðurland,Júní,53400
Útlendingar,2014,Norðurland,Júlí,87981
Útlendingar,2014,Norðurland,Ágúst,76273
Útlendingar,2014,Norðurland,September,27296
Útlendingar,2014,Norðurland,Október,11372
Útlendingar,2014,Norðurland,Nóvember,4971
Útlendingar,2014,Norðurland,Desember,6496
Útlendingar,2014,Austurland,Allir,231366
Útlendingar,2014,Austurland,Janúar,2724
Útlendingar,2014,Austurland,Febrúar,3713
Útlendingar,2014,Austurland,Mars,5942
Útlendingar,2014,Austurland,Apríl,5197
Útlendingar,2014,Austurland,Maí,16385
Útlendingar,2014,Austurland,Júní,44010
Útlendingar,2014,Austurland,Júlí,66619
Útlendingar,2014,Austurland,Ágúst,62735
Útlendingar,2014,Austurland,September,17414
Útlendingar,2014,Austurland,Október,4484
Útlendingar,2014,Austurland,Nóvember,1563
Útlendingar,2014,Austurland,Desember,580
Útlendingar,2014,Suðurland,Allir,398655
Útlendingar,2014,Suðurland,Janúar,8016
Útlendingar,2014,Suðurland,Febrúar,16616
Útlendingar,2014,Suðurland,Mars,19110
Útlendingar,2014,Suðurland,Apríl,16933
Útlendingar,2014,Suðurland,Maí,24623
Útlendingar,2014,Suðurland,Júní,55516
Útlendingar,2014,Suðurland,Júlí,91178
Útlendingar,2014,Suðurland,Ágúst,85380
Útlendingar,2014,Suðurland,September,34481
Útlendingar,2014,Suðurland,Október,24055
Útlendingar,2014,Suðurland,Nóvember,12047
Útlendingar,2014,Suðurland,Desember,10700
Útlendingar,2013,Allt landið,Allir,2374231
Útlendingar,2013,Allt landið,Janúar,80646
Útlendingar,2013,Allt landið,Febrúar,128584
Útlendingar,2013,Allt landið,Mars,148831
Útlendingar,2013,Allt landið,Apríl,117557
Útlendingar,2013,Allt landið,Maí,163909
Útlendingar,2013,Allt landið,Júní,317492
Útlendingar,2013,Allt landið,Júlí,464509
Útlendingar,2013,Allt landið,Ágúst,402691
Útlendingar,2013,Allt landið,September,181046
Útlendingar,2013,Allt landið,Október,141817
Útlendingar,2013,Allt landið,Nóvember,117921
Útlendingar,2013,Allt landið,Desember,109228
Útlendingar,2013,Höfuðborgarsvæði,Allir,1299748
Útlendingar,2013,Höfuðborgarsvæði,Janúar,65823
Útlendingar,2013,Höfuðborgarsvæði,Febrúar,95848
Útlendingar,2013,Höfuðborgarsvæði,Mars,106724
Útlendingar,2013,Höfuðborgarsvæði,Apríl,88123
Útlendingar,2013,Höfuðborgarsvæði,Maí,99645
Útlendingar,2013,Höfuðborgarsvæði,Júní,140512
Útlendingar,2013,Höfuðborgarsvæði,Júlí,170244
Útlendingar,2013,Höfuðborgarsvæði,Ágúst,156719
Útlendingar,2013,Höfuðborgarsvæði,September,96895
Útlendingar,2013,Höfuðborgarsvæði,Október,98593
Útlendingar,2013,Höfuðborgarsvæði,Nóvember,94823
Útlendingar,2013,Höfuðborgarsvæði,Desember,85799
Útlendingar,2013,"Vesturland, Vestfirðir",Allir,..
Útlendingar,2013,"Vesturland, Vestfirðir",Janúar,..
Útlendingar,2013,"Vesturland, Vestfirðir",Febrúar,..
Útlendingar,2013,"Vesturland, Vestfirðir",Mars,..
Útlendingar,2013,"Vesturland, Vestfirðir",Apríl,..
Útlendingar,2013,"Vesturland, Vestfirðir",Maí,..
Útlendingar,2013,"Vesturland, Vestfirðir",Júní,..
Útlendingar,2013,"Vesturland, Vestfirðir",Júlí,..
Útlendingar,2013,"Vesturland, Vestfirðir",Ágúst,..
Útlendingar,2013,"Vesturland, Vestfirðir",September,..
Útlendingar,2013,"Vesturland, Vestfirðir",Október,..
Útlendingar,2013,"Vesturland, Vestfirðir",Nóvember,..
Útlendingar,2013,"Vesturland, Vestfirðir",Desember,..
Útlendingar,2013,Suðurnes,Allir,116725
Útlendingar,2013,Suðurnes,Janúar,3878
Útlendingar,2013,Suðurnes,Febrúar,5278
Útlendingar,2013,Suðurnes,Mars,7015
Útlendingar,2013,Suðurnes,Apríl,4601
Útlendingar,2013,Suðurnes,Maí,7112
Útlendingar,2013,Suðurnes,Júní,13686
Útlendingar,2013,Suðurnes,Júlí,24399
Útlendingar,2013,Suðurnes,Ágúst,20414
Útlendingar,2013,Suðurnes,September,10529
Útlendingar,2013,Suðurnes,Október,8744
Útlendingar,2013,Suðurnes,Nóvember,4657
Útlendingar,2013,Suðurnes,Desember,6412
Útlendingar,2013,"Vesturland, Vestfirðir",Allir,152399
Útlendingar,2013,"Vesturland, Vestfirðir",Janúar,1555
Útlendingar,2013,"Vesturland, Vestfirðir",Febrúar,4878
Útlendingar,2013,"Vesturland, Vestfirðir",Mars,5711
Útlendingar,2013,"Vesturland, Vestfirðir",Apríl,2745
Útlendingar,2013,"Vesturland, Vestfirðir",Maí,8236
Útlendingar,2013,"Vesturland, Vestfirðir",Júní,26902
Útlendingar,2013,"Vesturland, Vestfirðir",Júlí,43622
Útlendingar,2013,"Vesturland, Vestfirðir",Ágúst,37704
Útlendingar,2013,"Vesturland, Vestfirðir",September,11959
Útlendingar,2013,"Vesturland, Vestfirðir",Október,4202
Útlendingar,2013,"Vesturland, Vestfirðir",Nóvember,2943
Útlendingar,2013,"Vesturland, Vestfirðir",Desember,1942
Útlendingar,2013,Norðurland,Allir,266256
Útlendingar,2013,Norðurland,Janúar,2735
Útlendingar,2013,Norðurland,Febrúar,4558
Útlendingar,2013,Norðurland,Mars,6913
Útlendingar,2013,Norðurland,Apríl,4966
Útlendingar,2013,Norðurland,Maí,16854
Útlendingar,2013,Norðurland,Júní,47034
Útlendingar,2013,Norðurland,Júlí,80535
Útlendingar,2013,Norðurland,Ágúst,66756
Útlendingar,2013,Norðurland,September,19827
Útlendingar,2013,Norðurland,Október,8153
Útlendingar,2013,Norðurland,Nóvember,3860
Útlendingar,2013,Norðurland,Desember,4065
Útlendingar,2013,Austurland,Allir,210438
Útlendingar,2013,Austurland,Janúar,1859
Útlendingar,2013,Austurland,Febrúar,4546
Útlendingar,2013,Austurland,Mars,6074
Útlendingar,2013,Austurland,Apríl,4776
Útlendingar,2013,Austurland,Maí,13896
Útlendingar,2013,Austurland,Júní,41440
Útlendingar,2013,Austurland,Júlí,60355
Útlendingar,2013,Austurland,Ágúst,52843
Útlendingar,2013,Austurland,September,15068
Útlendingar,2013,Austurland,Október,5131
Útlendingar,2013,Austurland,Nóvember,2341
Útlendingar,2013,Austurland,Desember,2109
Útlendingar,2013,Suðurland,Allir,328665
Útlendingar,2013,Suðurland,Janúar,4796
Útlendingar,2013,Suðurland,Febrúar,13476
Útlendingar,2013,Suðurland,Mars,16394
Útlendingar,2013,Suðurland,Apríl,12346
Útlendingar,2013,Suðurland,Maí,18166
Útlendingar,2013,Suðurland,Júní,47918
Útlendingar,2013,Suðurland,Júlí,85354
Útlendingar,2013,Suðurland,Ágúst,68255
Útlendingar,2013,Suðurland,September,26768
Útlendingar,2013,Suðurland,Október,16994
Útlendingar,2013,Suðurland,Nóvember,9297
Útlendingar,2013,Suðurland,Desember,8901
Ísland,2014,Allt landið,Allir,499907
Ísland,2014,Allt landið,Janúar,23122
Ísland,2014,Allt landið,Febrúar,30272
Ísland,2014,Allt landið,Mars,39861
Ísland,2014,Allt landið,Apríl,39186
Ísland,2014,Allt landið,Maí,47987
Ísland,2014,Allt landið,Júní,50527
Ísland,2014,Allt landið,Júlí,62256
Ísland,2014,Allt landið,Ágúst,61006
Ísland,2014,Allt landið,September,45784
Ísland,2014,Allt landið,Október,41494
Ísland,2014,Allt landið,Nóvember,32718
Ísland,2014,Allt landið,Desember,25694
Ísland,2014,Höfuðborgarsvæði,Allir,200209
Ísland,2014,Höfuðborgarsvæði,Janúar,14550
Ísland,2014,Höfuðborgarsvæði,Febrúar,16127
Ísland,2014,Höfuðborgarsvæði,Mars,20969
Ísland,2014,Höfuðborgarsvæði,Apríl,18851
Ísland,2014,Höfuðborgarsvæði,Maí,21299
Ísland,2014,Höfuðborgarsvæði,Júní,14127
Ísland,2014,Höfuðborgarsvæði,Júlí,15492
Ísland,2014,Höfuðborgarsvæði,Ágúst,15245
Ísland,2014,Höfuðborgarsvæði,September,17169
Ísland,2014,Höfuðborgarsvæði,Október,16794
Ísland,2014,Höfuðborgarsvæði,Nóvember,15049
Ísland,2014,Höfuðborgarsvæði,Desember,14537
Ísland,2014,"Vesturland, Vestfirðir",Allir,..
Ísland,2014,"Vesturland, Vestfirðir",Janúar,..
Ísland,2014,"Vesturland, Vestfirðir",Febrúar,..
Ísland,2014,"Vesturland, Vestfirðir",Mars,..
Ísland,2014,"Vesturland, Vestfirðir",Apríl,..
Ísland,2014,"Vesturland, Vestfirðir",Maí,..
Ísland,2014,"Vesturland, Vestfirðir",Júní,..
Ísland,2014,"Vesturland, Vestfirðir",Júlí,..
Ísland,2014,"Vesturland, Vestfirðir",Ágúst,..
Ísland,2014,"Vesturland, Vestfirðir",September,..
Ísland,2014,"Vesturland, Vestfirðir",Október,..
Ísland,2014,"Vesturland, Vestfirðir",Nóvember,..
Ísland,2014,"Vesturland, Vestfirðir",Desember,..
Ísland,2014,Suðurnes,Allir,33412
Ísland,2014,Suðurnes,Janúar,1471
Ísland,2014,Suðurnes,Febrúar,2089
Ísland,2014,Suðurnes,Mars,2757
Ísland,2014,Suðurnes,Apríl,2989
Ísland,2014,Suðurnes,Maí,3199
Ísland,2014,Suðurnes,Júní,2974
Ísland,2014,Suðurnes,Júlí,2936
Ísland,2014,Suðurnes,Ágúst,3560
Ísland,2014,Suðurnes,September,3152
Ísland,2014,Suðurnes,Október,3608
Ísland,2014,Suðurnes,Nóvember,1925
Ísland,2014,Suðurnes,Desember,2752
Ísland,2014,"Vesturland, Vestfirðir",Allir,58788
Ísland,2014,"Vesturland, Vestfirðir",Janúar,1135
Ísland,2014,"Vesturland, Vestfirðir",Febrúar,1666
Ísland,2014,"Vesturland, Vestfirðir",Mars,2379
Ísland,2014,"Vesturland, Vestfirðir",Apríl,2807
Ísland,2014,"Vesturland, Vestfirðir",Maí,5365
Ísland,2014,"Vesturland, Vestfirðir",Júní,8293
Ísland,2014,"Vesturland, Vestfirðir",Júlí,11562
Ísland,2014,"Vesturland, Vestfirðir",Ágúst,11929
Ísland,2014,"Vesturland, Vestfirðir",September,6041
Ísland,2014,"Vesturland, Vestfirðir",Október,3919
Ísland,2014,"Vesturland, Vestfirðir",Nóvember,2772
Ísland,2014,"Vesturland, Vestfirðir",Desember,920
Ísland,2014,Norðurland,Allir,83987
Ísland,2014,Norðurland,Janúar,2664
Ísland,2014,Norðurland,Febrúar,5525
Ísland,2014,Norðurland,Mars,5802
Ísland,2014,Norðurland,Apríl,7136
Ísland,2014,Norðurland,Maí,6277
Ísland,2014,Norðurland,Júní,9335
Ísland,2014,Norðurland,Júlí,11764
Ísland,2014,Norðurland,Ágúst,10993
Ísland,2014,Norðurland,September,8550
Ísland,2014,Norðurland,Október,8702
Ísland,2014,Norðurland,Nóvember,4535
Ísland,2014,Norðurland,Desember,2704
Ísland,2014,Austurland,Allir,36675
Ísland,2014,Austurland,Janúar,970
Ísland,2014,Austurland,Febrúar,1294
Ísland,2014,Austurland,Mars,2052
Ísland,2014,Austurland,Apríl,1492
Ísland,2014,Austurland,Maí,3728
Ísland,2014,Austurland,Júní,5588
Ísland,2014,Austurland,Júlí,7566
Ísland,2014,Austurland,Ágúst,6941
Ísland,2014,Austurland,September,3067
Ísland,2014,Austurland,Október,1834
Ísland,2014,Austurland,Nóvember,1565
Ísland,2014,Austurland,Desember,578
Ísland,2014,Suðurland,Allir,86836
Ísland,2014,Suðurland,Janúar,2332
Ísland,2014,Suðurland,Febrúar,3571
Ísland,2014,Suðurland,Mars,5902
Ísland,2014,Suðurland,Apríl,5911
Ísland,2014,Suðurland,Maí,8119
Ísland,2014,Suðurland,Júní,10210
Ísland,2014,Suðurland,Júlí,12936
Ísland,2014,Suðurland,Ágúst,12338
Ísland,2014,Suðurland,September,7805
Ísland,2014,Suðurland,Október,6637
Ísland,2014,Suðurland,Nóvember,6872
Ísland,2014,Suðurland,Desember,4203
Ísland,2013,Allt landið,Allir,493207
Ísland,2013,Allt landið,Janúar,19180
Ísland,2013,Allt landið,Febrúar,30095
Ísland,2013,Allt landið,Mars,40345
Ísland,2013,Allt landið,Apríl,34938
Ísland,2013,Allt landið,Maí,45157
Ísland,2013,Allt landið,Júní,55468
Ísland,2013,Allt landið,Júlí,63034
Ísland,2013,Allt landið,Ágúst,54339
Ísland,2013,Allt landið,September,47669
Ísland,2013,Allt landið,Október,45061
Ísland,2013,Allt landið,Nóvember,35042
Ísland,2013,Allt landið,Desember,22879
Ísland,2013,Höfuðborgarsvæði,Allir,202980
Ísland,2013,Höfuðborgarsvæði,Janúar,10925
Ísland,2013,Höfuðborgarsvæði,Febrúar,15313
Ísland,2013,Höfuðborgarsvæði,Mars,19481
Ísland,2013,Höfuðborgarsvæði,Apríl,17580
Ísland,2013,Höfuðborgarsvæði,Maí,17442
Ísland,2013,Höfuðborgarsvæði,Júní,15941
Ísland,2013,Höfuðborgarsvæði,Júlí,15565
Ísland,2013,Höfuðborgarsvæði,Ágúst,17594
Ísland,2013,Höfuðborgarsvæði,September,20781
Ísland,2013,Höfuðborgarsvæði,Október,19546
Ísland,2013,Höfuðborgarsvæði,Nóvember,19582
Ísland,2013,Höfuðborgarsvæði,Desember,13230
Ísland,2013,"Vesturland, Vestfirðir",Allir,..
Ísland,2013,"Vesturland, Vestfirðir",Janúar,..
Ísland,2013,"Vesturland, Vestfirðir",Febrúar,..
Ísland,2013,"Vesturland, Vestfirðir",Mars,..
Ísland,2013,"Vesturland, Vestfirðir",Apríl,..
Ísland,2013,"Vesturland, Vestfirðir",Maí,..
Ísland,2013,"Vesturland, Vestfirðir",Júní,..
Ísland,2013,"Vesturland, Vestfirðir",Júlí,..
Ísland,2013,"Vesturland, Vestfirðir",Ágúst,..
Ísland,2013,"Vesturland, Vestfirðir",September,..
Ísland,2013,"Vesturland, Vestfirðir",Október,..
Ísland,2013,"Vesturland, Vestfirðir",Nóvember,..
Ísland,2013,"Vesturland, Vestfirðir",Desember,..
