Þjóðerni,Ár,Landsvæði,Mánuður,Value0
Danmörk,2014,Austurland,Ágúst,260
Danmörk,2014,Austurland,September,128
Danmörk,2014,Austurland,Október,73
Danmörk,2014,Austurland,Nóvember,8
Danmörk,2014,Austurland,Desember,4
Danmörk,2014,Suðurland,Allir,7452
Danmörk,2014,Suðurland,Janúar,77
Danmörk,2014,Suðurland,Febrúar,113
Danmörk,2014,Suðurland,Mars,229
Danmörk,2014,Suðurland,Apríl,415
Danmörk,2014,Suðurland,Maí,617
Danmörk,2014,Suðurland,Júní,1164
Danmörk,2014,Suðurland,Júlí,2224
Danmörk,2014,Suðurland,Ágúst,1330
Danmörk,2014,Suðurland,September,588
Danmörk,2014,Suðurland,Október,442
Danmörk,2014,Suðurland,Nóvember,169
Danmörk,2014,Suðurland,Desember,84
Svíþjóð,2015,Allt landið,Allir,58709
Svíþjóð,2015,Allt landið,Janúar,3932
Svíþjóð,2015,Allt landið,Febrúar,4379
Svíþjóð,2015,Allt landið,Mars,5597
Svíþjóð,2015,Allt landið,Apríl,10191
Svíþjóð,2015,Allt landið,Maí,14054
Svíþjóð,2015,Allt landið,Júní,8535
Svíþjóð,2015,Allt landið,Júlí,12021
Svíþjóð,2015,Höfuðborgarsvæði,Allir,50464
Svíþjóð,2015,Höfuðborgarsvæði,Janúar,3614
Svíþjóð,2015,Höfuðborgarsvæði,Febrúar,3941
Svíþjóð,2015,Höfuðborgarsvæði,Mars,4875
Svíþjóð,2015,Höfuðborgarsvæði,Apríl,9015
Svíþjóð,2015,Höfuðborgarsvæði,Maí,12561
Svíþjóð,2015,Höfuðborgarsvæði,Júní,7190
Svíþjóð,2015,Höfuðborgarsvæði,Júlí,9268
Svíþjóð,2015,Suðurnes,Allir,1165
Svíþjóð,2015,Suðurnes,Janúar,36
Svíþjóð,2015,Suðurnes,Febrúar,121
Svíþjóð,2015,Suðurnes,Mars,123
Svíþjóð,2015,Suðurnes,Apríl,333
Svíþjóð,2015,Suðurnes,Maí,283
Svíþjóð,2015,Suðurnes,Júní,68
Svíþjóð,2015,Suðurnes,Júlí,201
Svíþjóð,2015,"Vesturland, Vestfirðir",Allir,1032
Svíþjóð,2015,"Vesturland, Vestfirðir",Janúar,95
Svíþjóð,2015,"Vesturland, Vestfirðir",Febrúar,29
Svíþjóð,2015,"Vesturland, Vestfirðir",Mars,58
Svíþjóð,2015,"Vesturland, Vestfirðir",Apríl,146
Svíþjóð,2015,"Vesturland, Vestfirðir",Maí,95
Svíþjóð,2015,"Vesturland, Vestfirðir",Júní,175
Svíþjóð,2015,"Vesturland, Vestfirðir",Júlí,434
Svíþjóð,2015,Norðurland,Allir,1290
Svíþjóð,2015,Norðurland,Janúar,32
Svíþjóð,2015,Norðurland,Febrúar,29
Svíþjóð,2015,Norðurland,Mars,68
Svíþjóð,2015,Norðurland,Apríl,63
Svíþjóð,2015,Norðurland,Maí,223
Svíþjóð,2015,Norðurland,Júní,239
Svíþjóð,2015,Norðurland,Júlí,636
Svíþjóð,2015,Austurland,Allir,594
Svíþjóð,2015,Austurland,Janúar,8
Svíþjóð,2015,Austurland,Febrúar,19
Svíþjóð,2015,Austurland,Mars,8
Svíþjóð,2015,Austurland,Apríl,36
Svíþjóð,2015,Austurland,Maí,82
Svíþjóð,2015,Austurland,Júní,166
Svíþjóð,2015,Austurland,Júlí,275
Svíþjóð,2015,Suðurland,Allir,4164
Svíþjóð,2015,Suðurland,Janúar,147
Svíþjóð,2015,Suðurland,Febrúar,240
Svíþjóð,2015,Suðurland,Mars,465
Svíþjóð,2015,Suðurland,Apríl,598
Svíþjóð,2015,Suðurland,Maí,810
Svíþjóð,2015,Suðurland,Júní,697
Svíþjóð,2015,Suðurland,Júlí,1207
Svíþjóð,2014,Allt landið,Allir,92760
Svíþjóð,2014,Allt landið,Janúar,5565
Svíþjóð,2014,Allt landið,Febrúar,3726
Svíþjóð,2014,Allt landið,Mars,4995
Svíþjóð,2014,Allt landið,Apríl,8875
Svíþjóð,2014,Allt landið,Maí,11347
Svíþjóð,2014,Allt landið,Júní,10303
Svíþjóð,2014,Allt landið,Júlí,11309
Svíþjóð,2014,Allt landið,Ágúst,10503
Svíþjóð,2014,Allt landið,September,10418
Svíþjóð,2014,Allt landið,Október,7581
Svíþjóð,2014,Allt landið,Nóvember,4520
Svíþjóð,2014,Allt landið,Desember,3618
Svíþjóð,2014,Höfuðborgarsvæði,Allir,79584
Svíþjóð,2014,Höfuðborgarsvæði,Janúar,5406
Svíþjóð,2014,Höfuðborgarsvæði,Febrúar,3349
Svíþjóð,2014,Höfuðborgarsvæði,Mars,4651
Svíþjóð,2014,Höfuðborgarsvæði,Apríl,7921
Svíþjóð,2014,Höfuðborgarsvæði,Maí,9891
Svíþjóð,2014,Höfuðborgarsvæði,Júní,8393
Svíþjóð,2014,Höfuðborgarsvæði,Júlí,8885
Svíþjóð,2014,Höfuðborgarsvæði,Ágúst,8018
Svíþjóð,2014,Höfuðborgarsvæði,September,8781
Svíþjóð,2014,Höfuðborgarsvæði,Október,6835
Svíþjóð,2014,Höfuðborgarsvæði,Nóvember,4017
Svíþjóð,2014,Höfuðborgarsvæði,Desember,3437
Svíþjóð,2014,Suðurnes,Allir,1987
Svíþjóð,2014,Suðurnes,Janúar,37
Svíþjóð,2014,Suðurnes,Febrúar,100
Svíþjóð,2014,Suðurnes,Mars,86
Svíþjóð,2014,Suðurnes,Apríl,138
Svíþjóð,2014,Suðurnes,Maí,269
Svíþjóð,2014,Suðurnes,Júní,251
Svíþjóð,2014,Suðurnes,Júlí,242
Svíþjóð,2014,Suðurnes,Ágúst,258
Svíþjóð,2014,Suðurnes,September,117
Svíþjóð,2014,Suðurnes,Október,128
Svíþjóð,2014,Suðurnes,Nóvember,286
Svíþjóð,2014,Suðurnes,Desember,75
Svíþjóð,2014,"Vesturland, Vestfirðir",Allir,1601
Svíþjóð,2014,"Vesturland, Vestfirðir",Janúar,22
Svíþjóð,2014,"Vesturland, Vestfirðir",Febrúar,42
Svíþjóð,2014,"Vesturland, Vestfirðir",Mars,41
Svíþjóð,2014,"Vesturland, Vestfirðir",Apríl,106
Svíþjóð,2014,"Vesturland, Vestfirðir",Maí,143
Svíþjóð,2014,"Vesturland, Vestfirðir",Júní,164
Svíþjóð,2014,"Vesturland, Vestfirðir",Júlí,387
Svíþjóð,2014,"Vesturland, Vestfirðir",Ágúst,357
Svíþjóð,2014,"Vesturland, Vestfirðir",September,179
Svíþjóð,2014,"Vesturland, Vestfirðir",Október,97
Svíþjóð,2014,"Vesturland, Vestfirðir",Nóvember,38
Svíþjóð,2014,"Vesturland, Vestfirðir",Desember,25
Svíþjóð,2014,Norðurland,Allir,2332
Svíþjóð,2014,Norðurland,Janúar,23
Svíþjóð,2014,Norðurland,Febrúar,45
Svíþjóð,2014,Norðurland,Mars,63
Svíþjóð,2014,Norðurland,Apríl,169
Svíþjóð,2014,Norðurland,Maí,208
Svíþjóð,2014,Norðurland,Júní,310
Svíþjóð,2014,Norðurland,Júlí,448
Svíþjóð,2014,Norðurland,Ágúst,462
Svíþjóð,2014,Norðurland,September,430
Svíþjóð,2014,Norðurland,Október,109
Svíþjóð,2014,Norðurland,Nóvember,32
Svíþjóð,2014,Norðurland,Desember,33
Svíþjóð,2014,Austurland,Allir,907
Svíþjóð,2014,Austurland,Janúar,5
Svíþjóð,2014,Austurland,Febrúar,13
Svíþjóð,2014,Austurland,Mars,14
Svíþjóð,2014,Austurland,Apríl,19
Svíþjóð,2014,Austurland,Maí,41
Svíþjóð,2014,Austurland,Júní,125
Svíþjóð,2014,Austurland,Júlí,207
Svíþjóð,2014,Austurland,Ágúst,386
Svíþjóð,2014,Austurland,September,54
Svíþjóð,2014,Austurland,Október,23
Svíþjóð,2014,Austurland,Nóvember,16
Svíþjóð,2014,Austurland,Desember,4
Svíþjóð,2014,Suðurland,Allir,6349
Svíþjóð,2014,Suðurland,Janúar,72
Svíþjóð,2014,Suðurland,Febrúar,177
Svíþjóð,2014,Suðurland,Mars,140
Svíþjóð,2014,Suðurland,Apríl,522
Svíþjóð,2014,Suðurland,Maí,795
Svíþjóð,2014,Suðurland,Júní,1060
Svíþjóð,2014,Suðurland,Júlí,1140
Svíþjóð,2014,Suðurland,Ágúst,1022
Svíþjóð,2014,Suðurland,September,857
Svíþjóð,2014,Suðurland,Október,389
Svíþjóð,2014,Suðurland,Nóvember,131
Svíþjóð,2014,Suðurland,Desember,44
Noregur,2015,Allt landið,Allir,44398
Noregur,2015,Allt landið,Janúar,2855
Noregur,2015,Allt landið,Febrúar,3658
Noregur,2015,Allt landið,Mars,4940
Noregur,2015,Allt landið,Apríl,8208
Noregur,2015,Allt landið,Maí,9947
Noregur,2015,Allt landið,Júní,8614
Noregur,2015,Allt landið,Júlí,6176
Noregur,2015,Höfuðborgarsvæði,Allir,37075
Noregur,2015,Höfuðborgarsvæði,Janúar,2671
Noregur,2015,Höfuðborgarsvæði,Febrúar,3261
Noregur,2015,Höfuðborgarsvæði,Mars,4292
Noregur,2015,Höfuðborgarsvæði,Apríl,7041
Noregur,2015,Höfuðborgarsvæði,Maí,8730
Noregur,2015,Höfuðborgarsvæði,Júní,6695
Noregur,2015,Höfuðborgarsvæði,Júlí,4385
Noregur,2015,Suðurnes,Allir,1363
Noregur,2015,Suðurnes,Janúar,68
Noregur,2015,Suðurnes,Febrúar,143
Noregur,2015,Suðurnes,Mars,348
Noregur,2015,Suðurnes,Apríl,300
Noregur,2015,Suðurnes,Maí,47
Noregur,2015,Suðurnes,Júní,237
Noregur,2015,Suðurnes,Júlí,220
Noregur,2015,"Vesturland, Vestfirðir",Allir,947
Noregur,2015,"Vesturland, Vestfirðir",Janúar,43
Noregur,2015,"Vesturland, Vestfirðir",Febrúar,51
Noregur,2015,"Vesturland, Vestfirðir",Mars,38
Noregur,2015,"Vesturland, Vestfirðir",Apríl,106
Noregur,2015,"Vesturland, Vestfirðir",Maí,295
Noregur,2015,"Vesturland, Vestfirðir",Júní,286
Noregur,2015,"Vesturland, Vestfirðir",Júlí,128
Noregur,2015,Norðurland,Allir,1608
Noregur,2015,Norðurland,Janúar,55
Noregur,2015,Norðurland,Febrúar,74
Noregur,2015,Norðurland,Mars,87
Noregur,2015,Norðurland,Apríl,71
Noregur,2015,Norðurland,Maí,345
Noregur,2015,Norðurland,Júní,542
Noregur,2015,Norðurland,Júlí,434
Noregur,2015,Austurland,Allir,495
Noregur,2015,Austurland,Janúar,2
Noregur,2015,Austurland,Febrúar,13
Noregur,2015,Austurland,Mars,23
Noregur,2015,Austurland,Apríl,38
Noregur,2015,Austurland,Maí,91
Noregur,2015,Austurland,Júní,166
Noregur,2015,Austurland,Júlí,162
Noregur,2015,Suðurland,Allir,2910
Noregur,2015,Suðurland,Janúar,16
Noregur,2015,Suðurland,Febrúar,116
Noregur,2015,Suðurland,Mars,152
Noregur,2015,Suðurland,Apríl,652
Noregur,2015,Suðurland,Maí,439
Noregur,2015,Suðurland,Júní,688
Noregur,2015,Suðurland,Júlí,847
Noregur,2014,Allt landið,Allir,87647
Noregur,2014,Allt landið,Janúar,3216
Noregur,2014,Allt landið,Febrúar,5875
Noregur,2014,Allt landið,Mars,6208
Noregur,2014,Allt landið,Apríl,6787
Noregur,2014,Allt landið,Maí,11297
Noregur,2014,Allt landið,Júní,10194
Noregur,2014,Allt landið,Júlí,8788
Noregur,2014,Allt landið,Ágúst,10154
Noregur,2014,Allt landið,September,10009
Noregur,2014,Allt landið,Október,8246
Noregur,2014,Allt landið,Nóvember,4572
Noregur,2014,Allt landið,Desember,2301
Noregur,2014,Höfuðborgarsvæði,Allir,73562
Noregur,2014,Höfuðborgarsvæði,Janúar,3032
Noregur,2014,Höfuðborgarsvæði,Febrúar,3691
Noregur,2014,Höfuðborgarsvæði,Mars,5663
Noregur,2014,Höfuðborgarsvæði,Apríl,6146
Noregur,2014,Höfuðborgarsvæði,Maí,9321
Noregur,2014,Höfuðborgarsvæði,Júní,8359
Noregur,2014,Höfuðborgarsvæði,Júlí,6191
Noregur,2014,Höfuðborgarsvæði,Ágúst,8279
Noregur,2014,Höfuðborgarsvæði,September,8798
Noregur,2014,Höfuðborgarsvæði,Október,7586
Noregur,2014,Höfuðborgarsvæði,Nóvember,4269
Noregur,2014,Höfuðborgarsvæði,Desember,2227
Noregur,2014,Suðurnes,Allir,3853
Noregur,2014,Suðurnes,Janúar,55
Noregur,2014,Suðurnes,Febrúar,1998
Noregur,2014,Suðurnes,Mars,63
Noregur,2014,Suðurnes,Apríl,203
Noregur,2014,Suðurnes,Maí,297
Noregur,2014,Suðurnes,Júní,298
Noregur,2014,Suðurnes,Júlí,263
Noregur,2014,Suðurnes,Ágúst,292
Noregur,2014,Suðurnes,September,122
Noregur,2014,Suðurnes,Október,139
Noregur,2014,Suðurnes,Nóvember,98
Noregur,2014,Suðurnes,Desember,25
Noregur,2014,"Vesturland, Vestfirðir",Allir,1785
Noregur,2014,"Vesturland, Vestfirðir",Janúar,14
Noregur,2014,"Vesturland, Vestfirðir",Febrúar,26
Noregur,2014,"Vesturland, Vestfirðir",Mars,68
Noregur,2014,"Vesturland, Vestfirðir",Apríl,54
Noregur,2014,"Vesturland, Vestfirðir",Maí,430
Noregur,2014,"Vesturland, Vestfirðir",Júní,176
Noregur,2014,"Vesturland, Vestfirðir",Júlí,566
Noregur,2014,"Vesturland, Vestfirðir",Ágúst,157
Noregur,2014,"Vesturland, Vestfirðir",September,193
Noregur,2014,"Vesturland, Vestfirðir",Október,61
Noregur,2014,"Vesturland, Vestfirðir",Nóvember,33
Noregur,2014,"Vesturland, Vestfirðir",Desember,7
Noregur,2014,Norðurland,Allir,2748
Noregur,2014,Norðurland,Janúar,28
Noregur,2014,Norðurland,Febrúar,43
Noregur,2014,Norðurland,Mars,248
Noregur,2014,Norðurland,Apríl,160
Noregur,2014,Norðurland,Maí,424
Noregur,2014,Norðurland,Júní,506
Noregur,2014,Norðurland,Júlí,392
Noregur,2014,Norðurland,Ágúst,390
Noregur,2014,Norðurland,September,250
Noregur,2014,Norðurland,Október,225
Noregur,2014,Norðurland,Nóvember,58
Noregur,2014,Norðurland,Desember,24
Noregur,2014,Austurland,Allir,723
Noregur,2014,Austurland,Janúar,14
Noregur,2014,Austurland,Febrúar,14
Noregur,2014,Austurland,Mars,38
Noregur,2014,Austurland,Apríl,21
Noregur,2014,Austurland,Maí,93
Noregur,2014,Austurland,Júní,160
Noregur,2014,Austurland,Júlí,158
Noregur,2014,Austurland,Ágúst,114
Noregur,2014,Austurland,September,88
Noregur,2014,Austurland,Október,16
Noregur,2014,Austurland,Nóvember,7
Noregur,2014,Austurland,Desember,..
Noregur,2014,Suðurland,Allir,4976
Noregur,2014,Suðurland,Janúar,73
Noregur,2014,Suðurland,Febrúar,103
Noregur,2014,Suðurland,Mars,128
Noregur,2014,Suðurland,Apríl,203
Noregur,2014,Suðurland,Maí,732
Noregur,2014,Suðurland,Júní,695
Noregur,2014,Suðurland,Júlí,1218
Noregur,2014,Suðurland,Ágúst,922
Noregur,2014,Suðurland,September,558
Noregur,2014,Suðurland,Október,219
Noregur,2014,Suðurland,Nóvember,107
Noregur,2014,Suðurland,Desember,18
Bretland,2015,Allt landið,Allir,330823
Bretland,2015,Allt landið,Janúar,63381
Bretland,2015,Allt landið,Febrúar,76237
Bretland,2015,Allt landið,Mars,70472
Bretland,2015,Allt landið,Apríl,38459
Bretland,2015,Allt landið,Maí,23536
Bretland,2015,Allt landið,Júní,26576
Bretland,2015,Allt landið,Júlí,32162
Bretland,2015,Höfuðborgarsvæði,Allir,243028
Bretland,2015,Höfuðborgarsvæði,Janúar,51724
Bretland,2015,Höfuðborgarsvæði,Febrúar,59778
Bretland,2015,Höfuðborgarsvæði,Mars,53473
Bretland,2015,Höfuðborgarsvæði,Apríl,28987
Bretland,2015,Höfuðborgarsvæði,Maí,15629
Bretland,2015,Höfuðborgarsvæði,Júní,14432
Bretland,2015,Höfuðborgarsvæði,Júlí,19005
Bretland,2015,Suðurnes,Allir,14384
Bretland,2015,Suðurnes,Janúar,1828
Bretland,2015,Suðurnes,Febrúar,3258
Bretland,2015,Suðurnes,Mars,2978
Bretland,2015,Suðurnes,Apríl,1844
Bretland,2015,Suðurnes,Maí,1225
Bretland,2015,Suðurnes,Júní,2033
Bretland,2015,Suðurnes,Júlí,1218
Bretland,2015,"Vesturland, Vestfirðir",Allir,10845
Bretland,2015,"Vesturland, Vestfirðir",Janúar,1690
Bretland,2015,"Vesturland, Vestfirðir",Febrúar,1820
Bretland,2015,"Vesturland, Vestfirðir",Mars,2090
Bretland,2015,"Vesturland, Vestfirðir",Apríl,850
Bretland,2015,"Vesturland, Vestfirðir",Maí,1016
Bretland,2015,"Vesturland, Vestfirðir",Júní,1701
Bretland,2015,"Vesturland, Vestfirðir",Júlí,1678
Bretland,2015,Norðurland,Allir,8281
Bretland,2015,Norðurland,Janúar,660
Bretland,2015,Norðurland,Febrúar,1102
Bretland,2015,Norðurland,Mars,822
Bretland,2015,Norðurland,Apríl,919
Bretland,2015,Norðurland,Maí,1166
Bretland,2015,Norðurland,Júní,2104
Bretland,2015,Norðurland,Júlí,1508
Bretland,2015,Austurland,Allir,5543
Bretland,2015,Austurland,Janúar,87
Bretland,2015,Austurland,Febrúar,353
Bretland,2015,Austurland,Mars,709
Bretland,2015,Austurland,Apríl,480
Bretland,2015,Austurland,Maí,762
Bretland,2015,Austurland,Júní,1371
Bretland,2015,Austurland,Júlí,1781
Bretland,2015,Suðurland,Allir,48742
Bretland,2015,Suðurland,Janúar,7392
Bretland,2015,Suðurland,Febrúar,9926
Bretland,2015,Suðurland,Mars,10400
Bretland,2015,Suðurland,Apríl,5379
Bretland,2015,Suðurland,Maí,3738
Bretland,2015,Suðurland,Júní,4935
Bretland,2015,Suðurland,Júlí,6972
Bretland,2014,Allt landið,Allir,461223
Bretland,2014,Allt landið,Janúar,43794
Bretland,2014,Allt landið,Febrúar,59557
Bretland,2014,Allt landið,Mars,58830
Bretland,2014,Allt landið,Apríl,35854
Bretland,2014,Allt landið,Maí,21141
Bretland,2014,Allt landið,Júní,22980
Bretland,2014,Allt landið,Júlí,27481
Bretland,2014,Allt landið,Ágúst,25634
Bretland,2014,Allt landið,September,23376
Bretland,2014,Allt landið,Október,47238
Bretland,2014,Allt landið,Nóvember,47646
Bretland,2014,Allt landið,Desember,47692
Bretland,2014,Höfuðborgarsvæði,Allir,353942
Bretland,2014,Höfuðborgarsvæði,Janúar,37148
Bretland,2014,Höfuðborgarsvæði,Febrúar,47972
Bretland,2014,Höfuðborgarsvæði,Mars,46932
Bretland,2014,Höfuðborgarsvæði,Apríl,27588
Bretland,2014,Höfuðborgarsvæði,Maí,14348
Bretland,2014,Höfuðborgarsvæði,Júní,13606
Bretland,2014,Höfuðborgarsvæði,Júlí,17661
Bretland,2014,Höfuðborgarsvæði,Ágúst,15102
Bretland,2014,Höfuðborgarsvæði,September,15602
Bretland,2014,Höfuðborgarsvæði,Október,34752
Bretland,2014,Höfuðborgarsvæði,Nóvember,40771
Bretland,2014,Höfuðborgarsvæði,Desember,42460
Bretland,2014,Suðurnes,Allir,16220
Bretland,2014,Suðurnes,Janúar,1470
Bretland,2014,Suðurnes,Febrúar,1629
Bretland,2014,Suðurnes,Mars,1643
Bretland,2014,Suðurnes,Apríl,1268
Bretland,2014,Suðurnes,Maí,953
Bretland,2014,Suðurnes,Júní,945
Bretland,2014,Suðurnes,Júlí,1118
Bretland,2014,Suðurnes,Ágúst,1301
Bretland,2014,Suðurnes,September,1338
Bretland,2014,Suðurnes,Október,1858
Bretland,2014,Suðurnes,Nóvember,1603
Bretland,2014,Suðurnes,Desember,1094
Bretland,2014,"Vesturland, Vestfirðir",Allir,13069
Bretland,2014,"Vesturland, Vestfirðir",Janúar,988
Bretland,2014,"Vesturland, Vestfirðir",Febrúar,1681
Bretland,2014,"Vesturland, Vestfirðir",Mars,1937
Bretland,2014,"Vesturland, Vestfirðir",Apríl,494
Bretland,2014,"Vesturland, Vestfirðir",Maí,767
Bretland,2014,"Vesturland, Vestfirðir",Júní,1016
Bretland,2014,"Vesturland, Vestfirðir",Júlí,1666
Bretland,2014,"Vesturland, Vestfirðir",Ágúst,1314
Bretland,2014,"Vesturland, Vestfirðir",September,1550
Bretland,2014,"Vesturland, Vestfirðir",Október,563
Bretland,2014,"Vesturland, Vestfirðir",Nóvember,693
Bretland,2014,"Vesturland, Vestfirðir",Desember,400
Bretland,2014,Norðurland,Allir,14330
Bretland,2014,Norðurland,Janúar,637
Bretland,2014,Norðurland,Febrúar,1031
Bretland,2014,Norðurland,Mars,597
Bretland,2014,Norðurland,Apríl,1159
Bretland,2014,Norðurland,Maí,1162
Bretland,2014,Norðurland,Júní,2417
Bretland,2014,Norðurland,Júlí,2097
Bretland,2014,Norðurland,Ágúst,2054
Bretland,2014,Norðurland,September,1007
Bretland,2014,Norðurland,Október,1045
Bretland,2014,Norðurland,Nóvember,557
Bretland,2014,Norðurland,Desember,567
Bretland,2014,Austurland,Allir,8189
Bretland,2014,Austurland,Janúar,490
Bretland,2014,Austurland,Febrúar,715
Bretland,2014,Austurland,Mars,996
Bretland,2014,Austurland,Apríl,326
Bretland,2014,Austurland,Maí,879
Bretland,2014,Austurland,Júní,936
Bretland,2014,Austurland,Júlí,1256
Bretland,2014,Austurland,Ágúst,1407
Bretland,2014,Austurland,September,506
Bretland,2014,Austurland,Október,492
Bretland,2014,Austurland,Nóvember,153
Bretland,2014,Austurland,Desember,33
Bretland,2014,Suðurland,Allir,55473
Bretland,2014,Suðurland,Janúar,3061
Bretland,2014,Suðurland,Febrúar,6529
Bretland,2014,Suðurland,Mars,6725
Bretland,2014,Suðurland,Apríl,5019
Bretland,2014,Suðurland,Maí,3032
Bretland,2014,Suðurland,Júní,4060
Bretland,2014,Suðurland,Júlí,3683
Bretland,2014,Suðurland,Ágúst,4456
Bretland,2014,Suðurland,September,3373
Bretland,2014,Suðurland,Október,8528
Bretland,2014,Suðurland,Nóvember,3869
Bretland,2014,Suðurland,Desember,3138
Þýskaland,2015,Allt landið,Allir,217764
Þýskaland,2015,Allt landið,Janúar,8190
Þýskaland,2015,Allt landið,Febrúar,13372
Þýskaland,2015,Allt landið,Mars,17452
Þýskaland,2015,Allt landið,Apríl,14770
Þýskaland,2015,Allt landið,Maí,31869
Þýskaland,2015,Allt landið,Júní,54799
Þýskaland,2015,Allt landið,Júlí,77312
Þýskaland,2015,Höfuðborgarsvæði,Allir,132987
Þýskaland,2015,Höfuðborgarsvæði,Janúar,6601
Þýskaland,2015,Höfuðborgarsvæði,Febrúar,9600
Þýskaland,2015,Höfuðborgarsvæði,Mars,12330
Þýskaland,2015,Höfuðborgarsvæði,Apríl,11097
Þýskaland,2015,Höfuðborgarsvæði,Maí,21160
Þýskaland,2015,Höfuðborgarsvæði,Júní,31571
Þýskaland,2015,Höfuðborgarsvæði,Júlí,40628
Þýskaland,2015,Suðurnes,Allir,9011
Þýskaland,2015,Suðurnes,Janúar,326
Þýskaland,2015,Suðurnes,Febrúar,563
Þýskaland,2015,Suðurnes,Mars,799
Þýskaland,2015,Suðurnes,Apríl,585
Þýskaland,2015,Suðurnes,Maí,1499
Þýskaland,2015,Suðurnes,Júní,2240
Þýskaland,2015,Suðurnes,Júlí,2999
Þýskaland,2015,"Vesturland, Vestfirðir",Allir,12172
Þýskaland,2015,"Vesturland, Vestfirðir",Janúar,262
Þýskaland,2015,"Vesturland, Vestfirðir",Febrúar,604
Þýskaland,2015,"Vesturland, Vestfirðir",Mars,692
Þýskaland,2015,"Vesturland, Vestfirðir",Apríl,481
Þýskaland,2015,"Vesturland, Vestfirðir",Maí,1491
Þýskaland,2015,"Vesturland, Vestfirðir",Júní,3013
Þýskaland,2015,"Vesturland, Vestfirðir",Júlí,5629
Þýskaland,2015,Norðurland,Allir,20211
Þýskaland,2015,Norðurland,Janúar,121
Þýskaland,2015,Norðurland,Febrúar,347
Þýskaland,2015,Norðurland,Mars,689
Þýskaland,2015,Norðurland,Apríl,917
Þýskaland,2015,Norðurland,Maí,2479
Þýskaland,2015,Norðurland,Júní,5999
Þýskaland,2015,Norðurland,Júlí,9659
Þýskaland,2015,Austurland,Allir,13642
Þýskaland,2015,Austurland,Janúar,59
Þýskaland,2015,Austurland,Febrúar,79
Þýskaland,2015,Austurland,Mars,248
Þýskaland,2015,Austurland,Apríl,301
Þýskaland,2015,Austurland,Maí,1816
Þýskaland,2015,Austurland,Júní,4450
Þýskaland,2015,Austurland,Júlí,6689
Þýskaland,2015,Suðurland,Allir,29741
Þýskaland,2015,Suðurland,Janúar,821
Þýskaland,2015,Suðurland,Febrúar,2179
Þýskaland,2015,Suðurland,Mars,2694
Þýskaland,2015,Suðurland,Apríl,1389
Þýskaland,2015,Suðurland,Maí,3424
Þýskaland,2015,Suðurland,Júní,7526
Þýskaland,2015,Suðurland,Júlí,11708
Þýskaland,2014,Allt landið,Allir,264239
Þýskaland,2014,Allt landið,Janúar,5558
Þýskaland,2014,Allt landið,Febrúar,9265
Þýskaland,2014,Allt landið,Mars,9892
Þýskaland,2014,Allt landið,Apríl,10848
Þýskaland,2014,Allt landið,Maí,20088
Þýskaland,2014,Allt landið,Júní,47043
Þýskaland,2014,Allt landið,Júlí,64352
Þýskaland,2014,Allt landið,Ágúst,53955
Þýskaland,2014,Allt landið,September,20437
Þýskaland,2014,Allt landið,Október,9958
Þýskaland,2014,Allt landið,Nóvember,6940
Þýskaland,2014,Allt landið,Desember,5903
Þýskaland,2014,Höfuðborgarsvæði,Allir,160808
Þýskaland,2014,Höfuðborgarsvæði,Janúar,4555
Þýskaland,2014,Höfuðborgarsvæði,Febrúar,7569
Þýskaland,2014,Höfuðborgarsvæði,Mars,6977
Þýskaland,2014,Höfuðborgarsvæði,Apríl,7965
Þýskaland,2014,Höfuðborgarsvæði,Maí,13559
Þýskaland,2014,Höfuðborgarsvæði,Júní,27733
Þýskaland,2014,Höfuðborgarsvæði,Júlí,34454
Þýskaland,2014,Höfuðborgarsvæði,Ágúst,28689
Þýskaland,2014,Höfuðborgarsvæði,September,12100
Þýskaland,2014,Höfuðborgarsvæði,Október,6957
Þýskaland,2014,Höfuðborgarsvæði,Nóvember,5396
Þýskaland,2014,Höfuðborgarsvæði,Desember,4854
Þýskaland,2014,Suðurnes,Allir,11846
Þýskaland,2014,Suðurnes,Janúar,257
Þýskaland,2014,Suðurnes,Febrúar,257
Þýskaland,2014,Suðurnes,Mars,389
Þýskaland,2014,Suðurnes,Apríl,417
Þýskaland,2014,Suðurnes,Maí,720
Þýskaland,2014,Suðurnes,Júní,1908
Þýskaland,2014,Suðurnes,Júlí,3053
Þýskaland,2014,Suðurnes,Ágúst,2717
Þýskaland,2014,Suðurnes,September,886
Þýskaland,2014,Suðurnes,Október,444
Þýskaland,2014,Suðurnes,Nóvember,433
Þýskaland,2014,Suðurnes,Desember,365
Þýskaland,2014,"Vesturland, Vestfirðir",Allir,14835
Þýskaland,2014,"Vesturland, Vestfirðir",Janúar,132
Þýskaland,2014,"Vesturland, Vestfirðir",Febrúar,333
Þýskaland,2014,"Vesturland, Vestfirðir",Mars,617
Þýskaland,2014,"Vesturland, Vestfirðir",Apríl,350
Þýskaland,2014,"Vesturland, Vestfirðir",Maí,633
Þýskaland,2014,"Vesturland, Vestfirðir",Júní,3000
Þýskaland,2014,"Vesturland, Vestfirðir",Júlí,4390
Þýskaland,2014,"Vesturland, Vestfirðir",Ágúst,3526
Þýskaland,2014,"Vesturland, Vestfirðir",September,1260
Þýskaland,2014,"Vesturland, Vestfirðir",Október,346
Þýskaland,2014,"Vesturland, Vestfirðir",Nóvember,153
Þýskaland,2014,"Vesturland, Vestfirðir",Desember,95
